외국인투자기업정보,,,,,,,,,,,
,,,,,,,,,,,
회사명(한글),회사명(영문),전화번호,우편번호,주소,표준산업중분류명,표준산업분류명,표준산업분류코드,외투기업최초등록일자,대표업종,대표투자국가,업체유형
(유)태호,"TAEHO CONSTRUCTION CO., LTD.",062-943-7997,506507,광주광역시 광산구 평동산단3번로 219 (장록동),기타제조,그외 기타 달리 분류되지 않은 제품 제조업,33999,20030625,"제조,건설",일본,법인기업
(유)터너인터내셔날코리아,TURNER INTERNATIONAL KOREA LLC,02-3703-1114(법무법인),135936,"서울특별시 강남구 역삼로 139,308호(역삼동)",비즈니스서비스업,건축설계 및 관련 서비스업,72111,20110511,"건축설계 및 관련 서비스업, 건물 및 토목 엔지니어링서비스업",미국,법인기업
(유)텍셈코리아,TEC-SEM KOREA LTD.,031-323-2852,449820,경기 용인시 처인구 양지면 주북리 874,전기?전자,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",26120,20100531,반도체 수출입,싱가포르,법인기업
(유)톨코,TOLKO CORP.,2,135935,"서울특별시 강남구 테헤란로4길 46, 104동 802호 (역삼동,쌍용플래티넘밸류)",도?소매(유통),상품 종합 도매업,46800,20120905,상품종합도매업,호주,법인기업
(유)팔핑거드레겐코리아,PALFINGER DREGGEN KOREA LIMITED,02-6200-1826,664942,경상남도 사천시 사남면 외국기업로 20,비즈니스서비스업,건축설계 및 관련 서비스업,72111,20130916,해양크레인등의구조물설계제작및판매업,오스트리아,법인기업
(유)퍼시픽로지스틱코리아,PACIFIC LOGISTIC KOREA LTD.,05-589-0906,135010,서울 강남구 논현동 19-2 성현빌딩 8층,비즈니스서비스업,경영컨설팅업,71531,20080205,"경영상담업,상품종합도매업, 자동차부품및 내장품 판매",러시아,법인기업
(유)펀마스터테크놀로지,FUN MASTER TECHNOLOGY,010-2340-1261,135910,"서울특별시 강남구 테헤란로25길 6-9, 668 (역삼동, 석암빌딩)",도?소매(유통),장난감 및 취미용품 도매업,46463,20140519,장난감 유통업,홍콩,법인기업
(유)포리코리아,FORI KOREA LTD.,031-496-3400,429923,경기 시흥시 엠티브이26로 20번길 25(정왕동),전기?전자,"전자기 측정, 시험 및 분석기구 제조업",27212,19971031,전자기측정.시험및분석기구제조업 등,미국,법인기업
(유)프라이그파이스트,PLEIGER FAR EAST LLC.,051-831-6985,618270,부산 강서구 송정동 535-158,기계?장비,"탭, 밸브 및 유사장치 제조업",29133,19880901,각종발브콘트롤제품제조,미국,법인기업
(유)프라하의골드,GOLD OF PRAGUE LTD,,999999,"서울특별시 서초구 헌릉로 7,910호(염곡동)",식품,맥아 및 맥주 제조업,11113,20151230,맥주 양조,체코,법인기업
(유)피티에스코리아,,,100101,서울 중구 태평로1가 25 (프레스센타 9층),비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20000714,소프트웨어자문개발및공급업,미국,법인기업
(유)하복코리아,HAVOK KOREA LTD.,0,135920,"서울특별시 강남구 테헤란로 128 (역삼동, 성곡빌딩4층1호)",비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20110215,소프트웨어 개발 및 판매업,독일,법인기업
(유)하이코스,HICOS.LTD,02-3444-5521,135010,서울 강남구 논현동 82-18 벤처캐슬빌딩,통신,그외 기타 전기 통신업,61299,19990904,"인터넷관련 서비스업, 물류 유통업, 창고업, 화장품 및 잡화 도소매, 통신판매업, 무역중개업",미국,법인기업
(유)하이크비전코리아,HIKVISION KOREA LIMITED,,462120,"경기도 성남시 분당구 판교역로 192번길, 14-1, 4층 407호, 408호, 409호, 410호, 411호(삼평동, 판교예미지빌딩)",도?소매(유통),상품 종합 도매업,46800,20150605,도소매업,중국,법인기업
(유)하이하이트레블클라우드코리아,HAI HAI TRAVEL CLOUD KOREA LIMITED,,690802,"제주특별자치도 제주시 노연로 42, 503호 (노형동 정한오피스텔)",비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20151013,응용소프트웨어 개발 및 공급업,홍콩,법인기업
(유)한국메이드,HANKOOK MADE,061-278-4411,530370,전남 목포시 연산동 1246-2,운송용기계,선박 구성부분품 제조업,31114,20071030,선박구성부붐제조업,일본,법인기업
(유)한국지티에이치알,Korea GTHR Company Limited,,561844,"전라북도 전주시 덕진구 반룡로 109, 406호 (팔복동2가, 전북테크노파크벤처지원동)",화공,그외 기타 분류안된 화학제품 제조업,20499,20150521,그외 기타 분류안된 화학제품 제조업,중국,법인기업
(유)한국타코닉,"KOREA TACONIC CO.,LTD.",031-725-7515,463828,"경기도 성남시 분당구 성남대로926번길 10, 4층(야탑동, 탑빌딩)",화공,기계장비 조립용 플라스틱제품 제조업,22240,19960506,산업용강화플라스틱성형제품제조.무역업,미국,법인기업
(유)해우로지스틱스,HAEWOO LOGISTICS LTD.,051-463-0017,601838,"부산광역시 중구 대교로 (중앙동6가 씨제이대한통운빌딩) 119, 13층",도?소매(유통),상품 종합 도매업,46800,20140502,"무역업, 해운업",러시아,법인기업
(유)호킴프리시즌,HOKIM PRECISION LLC.,032-670-7685,425852,경기 안산시 단원구 원시동 768-1 대우테크노피아아파트형공장 4층 402,도?소매(유통),상품 종합 도매업,46800,20111117,기계 정밀 수출입 무역업,싱가포르,법인기업
(유)화이트앤파트너스,"WHITE AND PARTNERS CO., LTD",02-2192-3660,135910,"서울특별시 강남구 테헤란로25길 20, 417호(역삼동, 역삼현대벤쳐텔)",도?소매(유통),상품 종합 도매업,46800,20140423,주류수출입업,영국,법인기업
(유)화청여행사,HWACHENG TOUR,064-713-8842,690802,"제주 제주시 노형동 906-5 한신오피스텔 813호, 805호",운수?창고(물류),일반 및 국외 여행사업,75211,20100712,일반여행업,대만,법인기업
(유)훼브레트랜스포트코리아,"Faiveley Transport Korea co., Ltd",564-0325,415855,경기도 김포시 대곶면 율생중앙로 139-34,운송용기계,철도차량부품 및 관련장치물 제조업,31202,19961112,철도차량부품재조.무역업,스웨덴,법인기업
(유)흥유개발,"HEUNG YU DEVELOPMENT CO.,LTD.",064-730-7023,695924,제주특별자치도 제주시 한림읍 금악리 산32,부동산?임대,기타 부동산 개발 및 공급업,68129,20110511,부동산개발업,버진아일랜드,법인기업
(주) 가루다오리엔트홀리데이스코리아,"GARUDA ORIENT HOLIDAYS KOREA CO.,LTD.",02-3789-0831,100813,"서울특별시 중구 남대문로9길 10, 7층(다동, 와이지타워)",운수?창고(물류),국내 여행사업,75212,20081224,"국내, 국외여행사업",인도네시아,법인기업
(주) 글로브비젼코리아,"GLOBEVISION, LTD.",566-1247,138846,서울 송파구 석촌동 276-2 꽃마을빌딩르호봇 212-1 호,문화?오락,방송 프로그램 제작업,59114,20050826,방송프로그램 제작 및 공급,미국,법인기업
(주) 꼴데스,CORDEZ,010-9114-2336,137070,"서울 서초구 서초동 1621-2, 2층",비즈니스서비스업,기타 전문 디자인업,73209,20090330,"디자인, 유통업, 무역업",브라질,법인기업
(주) 댁스,DAGS INC.,2026-3090,153786,서울 금천구 가산동 345-33 에이스하이앤드타워 7차 1802,전기?전자,텔레비전 제조업,26511,20100705,방송용 장비 제작,영국,법인기업
(주) 더나인코리아,THE 9 KOREA,02-6257-7707,137806,"서울특별시 서초구 서래로 39, 6층(반포동, 가송빌딩)",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20110228,온라인 모바일 게임 소프트웨어개발 및 공급업,홍콩,법인기업
(주) 데이터스트림즈,"DataStreams Co., Ltd",02-3476-9075,137070,서울 서초구 서초동 1597-3 청호나이스빌딩,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20080722,"데이터처리 솔루션개발, 기술자문 및 용역",케이만군도,법인기업
(주) 라온에프앤비,"RAON F&B CO.,LTD.",555-8117,135100,서울 강남구 청담동 21-7 프린톤빌딩,도?소매(유통),상품 종합 도매업,46800,20070910,"식품관련도매업,음식업,경영관련자문업",일본,법인기업
(주) 리폰텍스타일,RIPON TEXTILE,011-9653-6283,472832,경기 남양주시 진건읍 신월리 39-3,도?소매(유통),상품 종합 도매업,46800,20080918,의류도소매 무역업,방글라데시,법인기업
(주) 마코토유슌코리아,"MAKOTO YUSHUN KOREA CO.,LTD.",579-6999,135080,서울 강남구 역삼동 702-2 삼성제일빌딩 2018호,비즈니스서비스업,데이터베이스 및 온라인정보 제공업,63991,20090114,"인터넷정보제공,서적판매,요식업",일본,법인기업
(주) 뮤직큐브,MUSIC CUBE INC,02-325-0891,135818,"서울특별시 강남구 논현로 722, 3층 (논현동, 신한빌딩)",문화?오락,녹음시설 운영업,59202,20110114,"음악작곡업,녹음실 운영업",미국,법인기업
(주) 미경상사,MIKYUNG SANGSA,010-3463-7819,363954,충북 청원군 강외면 오송읍 오송리 116-3,도?소매(유통),기타 자동차신품 부품 및 내장품 판매업,45219,20130423,(자동차 부품) 무역,중국,법인기업
(주) 미래크레디트,"FUTURE CREDIT CO., LTD.",02-3454-1550,135280,서울 강남구 대치동 950-1 송석빌딩 3층,금융?보험,그외 기타 여신금융업,64919,20021011,"대부업, 부동산매매, 임대업, 음식점경영업등",일본,법인기업
(주) 미쯔야마피부재생의료코리아,"MSRM CO., LTD.",461-5855,135080,서울 강남구 역삼동 672-5 OK빌딩 2층,비즈니스서비스업,"그외 기타 분류안된 전문, 과학 및 기술 서비스업",73909,20080912,줄기세포 보관 및 수탁 서비스업,일본,법인기업
(주) 보스벡무역,"VOSVEK TRADE CO.,LTD",010-577-7673,406810,인천광역시 연수구 함박로 61,도?소매(유통),상품 종합 도매업,46800,20121122,상품 종합 도매업,러시아,법인기업
(주) 브라더스트레이딩앤컴퍼니,BROTHERS TRADING & CO.,1081018894,406835,인천광역시 연수구 능허대로 40 (옥련동),도?소매(유통),상품 종합 도매업,46800,20121121,중고 자동차 수출 및 무역,파키스탄,법인기업
(주) 비온크리에이티브,B-ON CREATIVE,2335-7252,121250,서울 마포구 성산동 52-17,비즈니스서비스업,제품 디자인업,73202,20081022,제품디자인 컨설팅 용역업,이탈리아,법인기업
(주) 성주디앤디,SUNGJOO DESIGN TECH & DISTRIBUTION INC.,02-2194-6792,135100,서울 강남구 청담동 78-12 엠씨엠 하우스,기타제조,핸드백 및 지갑 제조업,15121,20110401,"핸드백, 가방류, 의류 등 제조 및 수출입업",버진아일랜드,법인기업
(주) 세가 퍼블리싱코리아,SEGA PUBLISHING KOREA LTD,02-21120389,135010,서울특별시 금천구 디지털로9길 (가산동 ) 대륭포스타워5차 1801호,비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20080415,"게임소프트웨어의 기획,개발,제조,유통 판매및 수출입",일본,법인기업
(주) 세기알앤디,SEGI R&D LIMITED,032-623-5550,403030,인천 부평구 청천동 425 우림라이온스밸리 씨-709,부동산?임대,기타 부동산 임대업,68119,20080616,"부동산임대,연구용역서비스",홍콩,법인기업
(주) 송원국제공사,songyuan city int＇l economic& technologicalcooperation co ltd.,02-2695-5565,157010,서울 강서구 화곡동 918-2 인터시티오피스텔 507호,도?소매(유통),상품 종합 도매업,46800,20071015,"서비스업,선박관리, 건축자재수출입",중국,법인기업
(주) 신성전자,"SHINSUNG ELECTRONICS CO.,LTD.",02-2025-4120,621843,경남 김해시 주촌면 원지리 1147-1,전기?전자,사무용 기계 및 장비 제조업,29180,20080610,"지폐계수기 제조,소프트웨에어개발및공급",호주,법인기업
(주) 씨에프아이인베스트먼트,"CFI INVESTMENT CO.,LTD.",,140911,"서울특별시 용산구 대사관로6길 13-7, 지층2호 (한남동)",도?소매(유통),상품 종합 도매업,46800,20141125,무역,나이지리아,법인기업
(주) 아이펠러코리아,EIFELER KOREA LTD.,031-508-9310,425851,경기 안산시 단원구 원시동 731-4 서흥테크노밸리 612호,금속,도장 및 기타 피막처리업,25923,20081114,"절삭공구표면처리, 금형표면처리",독일,법인기업
(주) 에버라이트옵토일렉트로닉스코리아,"EVERLIGHT OPTO ELECTRONICS KOREA CO.,LTD",02-2047-6690,138962,"서울특별시 송파구 충민로 10, 9층 9-에스23호 (문정동,가든파이브툴)",비즈니스서비스업,기타 엔지니어링 서비스업,72129,20080218,"서비스,솔루션 개발",대만,법인기업
(주) 에스에스티,"SST CO., LTD.",031-424-0021,431060,경기 안양시 동안구 관양동 856-4,전기?전자,전자관 제조업,26291,20130327,전자관 제조업,일본,법인기업
(주) 에이알아이어쏘시에이츠코리아,ARI ASSOCIATES KOREA INC.,56-9776,135090,서울 강남구 삼성동 159-1 트레이드타워 33층,도?소매(유통),"컴퓨터 및 주변장치, 소프트웨어 소매업",47311,20071121,"소프트웨어 개발,제조,데이터베이트관련,정보처리업,상품종합도매",일본,법인기업
(주) 엑사르코리아,"EXAR KOREA CO.,LTD.",031-345-6780,431060,"서울특별시 서초구 매헌로 16, 12층 (양재동, 하이브랜드)",도?소매(유통),전기용 기계장비 및 관련 기자재 도매업,46594,20071121,전기용 기계장비 및 관련기자재도매업,미국,법인기업
(주) 윌셔노먼코리아,Wilshire Norman Korea Inc.,3443-9234,135010,"서울특별시 강남구 언주로 647, 4층(논현동, 강남빌딩)",부동산?임대,비주거용 건물 임대업,68112,20100204,"부동산임대,매매,개발업",버진아일랜드,법인기업
(주) 유유테이진메디케어,YUYU TEIJIN MEDICARE INC.,02-2253-6600,437820,경기 의왕시 오전동 174 대현테크노월드 8층,도?소매(유통),"의료, 정밀 및 과학기기 도매업",46592,20061026,의료용 산소발생기 대여업,일본,법인기업
(주) 이노필리아,"INNOPHILIA CO., LTD.",02-563-2668,135080,서울 강남구 역삼동 736-41 모닝타워 6층,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20081216,"소프트웨어 및 하드웨어 개발, 제조, 판매업",미국,법인기업
(주) 인터컬쳐얼커뮤니케이션스,INTERCULTURAL COMMUNICATIONS,02-3016-3804,135010,서울 강남구 논현동 209-9 한국관세사회관 2층,비즈니스서비스업,경영컨설팅업,71531,20080725,경영컨설팅,미국,법인기업
(주) 제이엠이디지탈,JME DIGITAL CO LTD,070-7017-8702,463824,경기 성남시 분당구 서현동 255-1 풍림아이원플러스 비동 2216호,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20040806,기타소프트웨어개발업,벨기에,법인기업
(주) 지성에셋,"JISUNG ASSET CO., LTD",0,150877,서울 영등포구 여의도동 24-5 한마루빌딩 12층,비즈니스서비스업,비금융 지주회사,71520,20071101,"지주회사, 부동산개발 및 임대업",일본,법인기업
(주) 지에스피상사,GSP INTERNATIONAL CORP.,234310906,138220,"서울 송파구 잠실동 309-15,302호",도?소매(유통),그외 기타 상품전문 도매업,46799,20120704,그외 기타 상품 전문 도매업,일본,법인기업
(주) 진호,"JINHO CO., LTD.",0,467904,경기 이천시 장호원읍 진암리 40-5번지 진아빌라 111동 101호,도?소매(유통),상품 종합 도매업,46800,20081002,상품종합도매업,중국,법인기업
